summary,Category
banyuwangi – selasa malam  masyarakat di kecamatan bangorejo banyuwangi gempar mereka dihebohkan adanya penangkapan terhadap belasan orang yang diduga terlibat money politic pilbup banyuwangi  informasi dilapangan penangkapan perilaku yang menciderai kemurnian demokrasi tersebut terjadi di dusun pasembon dan dusun kedung agung desa sambirejo kecamatan bangorejo “begitu ditangkap warga belasan orang tersebut langsung diamankan kepada petugas” ucap nanang relawan yusuf – riza kecamatan bangorejo kini lanjutnya belasan orang yang diduga terlibat money politic pilkada banyuwangi  tersebut dibawa ke kantor panwascam bangorejo kasus ini sedang dalam penanganan petugas bawaslu banyuwangi seperti diketahui demi menjaga marwah demokrasi pilbup banyuwangi tanpa dikomando masyarakat bergerak berpatroli tim,Hukum dan Kriminal
jakarta radarjatimid – pimpinan pusat muhammadiyah ppm meminta presiden joko widodo membentuk tim independen untuk mengusut tuntas tewasnya enam anggota front pembela islam fpi akibat penembakan oleh aparat kepolisian senin  dini hari pernyataan itu disampaikan oleh ketua pp muhammadiyah bidang hukum ham dan kebijakan publik dr busyro muqqodas sh mhum dalam siaran pers secara daring selasa  menurut dia pembentukan tim independen itu bukan hanya untuk mengusut kasus tewasnya enam anggota fpi tetapi juga menguak semua peristiwa penggunaan kekerasan oleh aparat penegak hukum yang terjadi di berbagai daerah indonesia sebelumnya busro muqqodas menyampaikan ucapan duka cita “pp muhammadiyah tentu berduka yang mendalam terhadap wafatnya enam anggota fpi mudahmudahan arwahnya diterima di sisi allah dan keluarganya diberi kesabaran dan ketabahan” ujarnya dalam siaran pers online itu turut hadir dari tempat lain ketua majelis hukum dan ham pp muhammadiyah dr trisno raharjo sh mhum dan ketua lembaga hikmah dan kebijakan publik pp muhammadiyah dr yono reksoprodjo “pembentukan tim independen seyogyanya diberikan mandat untuk menguak semua peristiwa di indonesia dengan melakukan investigasi dan pengungkapan seluruh penggunaan kekerasan dengan senjata api oleh aparat penegak hukum polisi dan atau tentara nasional indonesia di luar tugas selain perang” kata trisno raharjo hal itu penting sebagai evaluasi terhadap kepatutan penggunaan senjata api oleh petugas keamanan terhadap warga negara di luar ketentuan hukum yang berlaku muhammadiyah berharap tim independen yang dibentuk setidaknya beranggotakan unsur lembaga negara seperti komnas ham dan lembaga perlindungan saksi dan korban lpsk unsur masyarakat unsur profesi dalam hal ini ikatan dokter indonesia idi “kasus penembakan enam anggota fpi oleh petugas kepolisian seolah pengulangan terhadap berbagai peristiwa meninggalnya warga negara akibat kekerasan dengan senjata api oleh petugas negara di luar proses hukum yang seharusnya dan melalui pengadilan seperti pada beberapa peristiwa kematian akibat senjata api” ujarnya seraya memberikan contoh meninggalnya pendeta yeremias zanambani di papua atau kematian qidam di poso “pengungkapan kematian warga negara tersebut tanpa melalui proses hukum yang lengkap perlu dilakukan oleh komisi nasional hak asasi manusia komnas ham atau tim independen yang sebaiknya dibentuk khusus oleh presiden untuk mengungkap secara jelas duduk perkara kejadian sebenarnya” ujarnya evaluasi sop penyelidikan trisno raharjo juga meminta dilakukannya evaluasi terhadap sop penyelidikan yang dilakukan polisi terkait adanya informasi pengerahan massa atas pemanggilan habib rizieq shihab ke mapolda metro jaya“pernyataan kepolisan tentang penembakan anggota fpi bahwa petugas kepolisian tengah melakukan penyelidikan terkait informasi pengerahan masa terhadap pemanggilan habib rizieq shihab hrs oleh kepolisian perlu dilakukan evaluasi terhadap sopnya secara terbuka dan transparan kepada publik yang akan lebih baik bila disertai penyerahan seluruh dokumen tersebut kepada komnas ham atau tim independentujuannya untuk ditimbang apakah penerapan prosedur penyelidikan yang dilakukan oleh tim dari polda metro jaya itu sudah benar tepat dan terukur sesuai sop yang berlaku dalam penugasan semacam itu“dengan diketahuinya bahwa anggota kepolisian yang terlibat peristiwa itu dalam keadaan operasi tertutup atau tanpa seragam dan tanda pengenal maka perlu dijelaskan jenis kegiatan itu masuk kategori penyelidikan atau kegiatan intelejen yang di luar proses penegakan hukum yang benar” tandasnyamenurut dia perbedaan jenis kegiatan penyelidikan dan kegiatan operasi intelejen menjadi penting untuk bisa menilai ketepatan penggunaan kekuatan senjata api dalam perkara ini sekaligus untuk mengukur kejelasan hasil pengamatan intelejen yang diperoleh oleh kepolisian merujuk pada peristiwa penembakan dimaksud trisno raharjo mengatakan perlu diadakan evaluasi terhadap pola penangan penggunaan senjata api oleh pihak kepolisian dan olah tempat kejadian perkara tkp“sangat disayangkan seolah tidak terdapat upayaupaya sesuai dengan ketentuan yang berlaku terkait pengolahan dan pengamanan tkp” terangnyaapabila peristiwa terjadi itu karena polisi sedang melaksanakan penyelidikan lanjutnya seharusnya mengikuti prosedur dalam penyelidikan dan bila mendapatkan hambatan—apalagi hambatan tersebut merupakan bentuk kekerasan— maka penyelidik melaporkan kejadian tersebut dan sesuai prosesur akan melakukan pengamanan tkp sehingga peristiwa tersebut menjadi langkah awal pembuktian adanya tindak pidana penyerangan terhadap petugas kepolisian yang sedang melaksanakan tugasdia menegaskan peristiwa ini telah mengabaikan prinsip penanganan perkara sehingga diperlukan pemeriksaan terhadap enam petugas kepolisian yang melakukan penyelidikan beserta atasan yang bertanggung jawab“pemeriksaan terhadap petugas kepolisian tersebut menjadi jelas maksud dari adanya penyerangan dan batasan yang dibenarkan oleh hukum untuk mencegah serangan tersebut termasuk bila perlu melakukan bela diri” ujarnyamenurutnya penjelasan kapolda metro jaya melalui media atas peristiwa itu menunjukkan sikap defensif dan sepihak dari kepolisian yang mirip dan merupakan pengulangan terhadap berbagai persitiwa penembakan oleh pihak kepolisian terhadap pelaku yang dituduh sebagai pelaku tindak pidana di masa sebelumnya karena itu dia meminta penetapan tkp dan barang bukti serta pemeriksaan saksisaksi segera dilakukan oleh kepolisian yang berbeda divisi atau diambil alih oleh mabes polri dalam hal ini bareskrim polri“apabila penggunaan kekerasan dengan senjata api dilakukan di luar prosedur yang telah ditetapkan maka pertanggungjawaban hukum harus dilakukan tidak hanya secara etik tetapi juga secara hukum pidana untuk disidangkan di pengadilan secara terbuka” tegasnya minta otopsidalam kesempatan itu trisno raharjo juga meminta dilakukan otopsi terhadap enam jenazah anggota fpi yang meninggal akibat peristiwa ini hal itu di antaranya untuk mengungkap sebab kematiaan keenam korban tersebut“demi hukum perlu dilakukan otopsi dan olah tkp oleh tim forensik independen untuk mendapatkan keterangan ilmiah sebab kematian waktu kematian dan arah peluru atau benda yang menyebabkan kematian” ujarnya pada bagian lain dia juga menyayangkan keterlibatan pangdam jaya dalam proses penjelasan peristiwa kematian enam anggota fpi oleh pihak kepolisian “hal ini menguatkan dugaan tni turut diperankan dalam penanganan penyidikan tindak kejahatan yang berarti tni telah keluar dari fungi dan tugas utama tni” ujarnya dia berharap masyarakat mendapatkan seluruh informasi sebagai perwujudan hak keterbukaan informasi terhadap segala proses yang dilakukan pihak kepolisian dalam menangani perkara ini dan tim yang telah bekerja dari komnas ham begitu pula bila dibentuk tim independen oleh presiden “kami berharap masyarakat tetap tenang dan tidak terprovokasi oleh upaya apapun guna menjaga ketertiban dan keamanan bersama sambil menanti langkahlangkah yang pasti dari semua yang berkepentingan dengan penegakan hukum” pesannya keterangan kapolda metro sebelumnya dalam jumpa pers kapolda metro jaya irjen fadil imran mengatakan penembakan dilakukan lantaran para pengikut habib rizieq melakukan penyerangan terhadap polisi atas penyeranagan yang menggunakan senjata api dan senjata tajam itu polisi melakukan tindakan tegas sebanyak  orang dinyatakan tewas “anggota yang terancam keselamatan jiwanya karena diserang kemudian melakukan tindakan tegas dan terukur sehingga terhadap kelompok yang diduga pengikut mrs habib m rizieq shihab red yang berjumlah  orang meninggal sebanyak  orang” kata fadil imran di mapolda metro jaya jl jenderal gatot subroto jakarta senin  berbeda dengan keterangan kapolda metro jaya sekretaris umum fpi munarman kepada wartawaa memaparkan peristiwa itu terjadi seiring dengan perjalanan habib rizieq dan rombongan menuju tempat pengajian keluarga mereka dikawal oleh laskar total ada delapan mobil dalam rombongan “hari minggu  pukul  beliau meninggalkan lokasi sentul untuk menuju ke tempat pengajian keluarga inti pengajian subuh tidak melibatkan pihak manamana dengan empat keluarga ada istri anak ada menantu artinya ada perempuan di mobil itu ada cucu beliau dua orang masih bayi tiga orang balita di rombongan habib rizieq ada balita bayi satu tahun dan ada balita” kata munarman munarman menyebut ada satu mobil yang menguntit sejak dari sentul kemudian pengawal habib rizieq langsung melindunginya ia membantah para pengikut rizieq dari fpi itu membawa senjata api ia memastikan para laskar fpi tidak memiliki senjata api dan sudah terbiasa menjalankan tugas dengan tangan kosong dari gedung dewan wakil ketua dpr ri azis syamsuddin mendukung komnas ham mengusut insidentewasnya enam pengikut habin rizieq akibat tembakan polisi jalan tol jakartacikampek azis mewantiwanti agar masyarakat tidak mudah terprovokasi oleh informasi yang belum jelas “bagian terpenting adalah mengumpulkan faktafakta dari pihak terkait atas peristiwa jatuhnya korban jiwa semoga proses ini penelusuran komnas ham benarbenar matang dan berjalan baik” kata azis kepada wartawan selasa  pimpinan dpr bidang politik dan keamanan ini menegaskan tidak boleh ada pihak yang bertindak di luar hukum yang berlaku dia meminta semua pihak saling menjaga situasi dan kondisi tanah air mutikrj,Hukum dan Kriminal
surabaya radarjatimid lembaga surabaya coruption watch indonesia scwi menilai pengembangan dugaan kasus korupsi berupa suap bantuan sosial bansos covid oleh mensos juliari p batubara bisa sampai daerah lain penerima bansos khususnya kota surabaya jatim yang pada akhirnya akan sampai pada momen pilkada saat ini yang mengaitkan dengan penguasa surabaya dan pasangan calon dari partai pendukungnya “buktibukti yang dimiliki kpk komisi pemberantasan korupsi bisa dikembangkan termasuk ke surabaya karena surabaya pernah menerima bansos dari pak juliari batubara” kata koordinator surabaya coruption watch indonesia scwi hari cipto wiyono di surabaya minggu  diketahui mensos juliari p batubara dirut pt pos indonesia faizal rochmad djoemadi wali kota surabaya tri rismaharini dan pejabat penting lainnya sempat menghadiri peluncuran penyaluran bantuan sosial tunai bst tahap vii di kantor pos kebon rejo kota surabaya pada  oktober  di waktu yang sama mensos juliari p batubara bersama wali kota risma juga menuju kantor kecamatan gayungan surabaya dalam rangka peluncuran bantuan sosial beras bsb dengan target atau penerima adalah keluarga penerima manfaat kpm program keluarga harapan pkh cipto mengatakan jika memang sumbangan yang diterima surabaya ada unsur merugikan negara maka pihakpihak terkait harus menghadapi kasus hukum sebab lanjut dia masuk dalam unsur medepeleker atau korupsi berjamaah “kalau masyarakat sebagai penerima pkh tidak bisa ditersangkakan tapi kalau institusi seperti pemkot dan wali kota bisa masuk dalam medepeleker atau turut ikut serta” katanya selain itu cipto mengatakan bansos kpm pkh yang diterima pemkot surabaya rawan disalahgunakan karena momennya bersamaan juga dengan pilkada surabaya cipto mengatakan penerima pkh juga tercatat sebagai penerima bantuan nontunai yang pendampingnya ada di setiap kecamatan penerima bantuan itu mendapat bantuan sembako dengan cara mendapat kartu atm untuk membeli sembako di ewarung “setiap kelurahan ada pendamping pkh ini yang mungkin sedang direbut oleh partai tertentu dengan menempatkan kadernya sebagai pendamping setelah mensos berasal dari partai itu” ujarnya diketahui kpk menjaring sejumlah pejabat pembuat komitmen ppk program bantuan sosial kementerian sosial dalam operasi tangkap tangan yang digelar pada jumat malam hingga sabtu  dini hari ketua kpk firli bahuri mengungkapkan perkara ini diduga juga menjerat menteri sosial juliari p batubara karena menunjuk langsung para tersangka sebagai pelaksana proyek bansos tersebut “jpb juliari p batubara selaku menteri sosial menunjuk mjs matheus joko santoso dan aw adi wahyono sebagai pejabat pembuat komitmen dalam pelaksanaan proyek tersebut dengan cara penunjukan langsung para rekanan” ungkap firli rjred,Hukum dan Kriminal
surabaya radarjatimid – polisi akhirnya menetapkan christian halim sebagai tersangka kasus penipuan dan penggelapan terkait pembangunan infrastruktur perusahaan tambang nikel kasus bermula dari laporan christeven mergonoto terhadap christian halim ke polda jatim dengan nomor laporan lpb viiresumspkt atas dugaan penipuan dan penggelapan sesuai pasal  dan  kuhp “kasus yang dilaporkan terkait penipuan infrastruktur tambang yang bersangkutan sudah ditetapkan tersangka oleh polda jatim” kara reza wendra prayogo kuasa hukum christeven mergonoto kepada wartawan reza menyebutkan kasus ini bermula ketika klienya christeven mergonoto diajak bekerja sama mendirikan perusahaan bernama pt cakra inti mineral cim bersama pangestu hari kosasih dan mohammad genta putra pt cim ini adalah perusahaan penerima hak eksklusif dari pt trinusa dharma utama tdu selaku pemegang iupop tambang nikel di desa gandaganda kecamatan petasia kabupaten marowali utara kemudian untuk menjalankan operasional ditunjukklah christian halim selaku direktur utama dirut pt multi prosper mineral mpm sebagai kontraktor dan tertuang dalam kontrak janji kerjasama pada  desember  christian halim kemudian mengajukan rencana anggaran biaya rab untuk pembangunan infrastruktur sebesar rp  miliar dengan standar dan spesifikasi terbaik tak hanya itu christian halim juga menjanjikan dapat menghasilkan  metrik ton mt nikel per bulan jika perusahaan sudah berjalan dan beroperasi “pengajuan itu akhirnya dituruti oleh klien kami sesuai dengan bukti transfer yang telah disetorkan” ungkap reza namun seiring berjalannya waktu proses pembangunan infrastruktur dan capaian hasil tidak sesuai dengan yang diinginkan kenyataanya jumlah produksi nikel sangat jauh dari target yang dijanjikan karena hanya menghasilkan  mt selama tiga bulan tak hanya itu laporan evaluasi hasil kinerja pembanguan infrastruktur ternyata hanya senilai enam miliar saja hal ini tentunya sangat jauh dengan anggaran yang diajukan untuk pembangunan proyek infrastruktur yaitu senilai rp  miliar “ternyata hasilnya hanya  ribu metrik ton selama tiga bulan sangat jauh dari target dan akhirnya dihentikan sedangkan hasil konsultasi dengan kontraktor pembanding ternyata nilai proyek infrastruktur tersebut juga tidak sesuai dengan yang dianggarkan karena itu klien kami meminta pertanggungjawaban” tegasnya dengan sejumlah temuan dan hasil audit tersebut pt cim mengalami kerugian yang cukup besar karena hasil produksi jauh dari target dan pembangunan infrastruktur tidak sesuai dengan spesifikasi yang dijanjikan akhirnya kasus tersebut dilaporkan ke polda jatim pada tanggal  juli  setelah melalui proses pemeriksaan dan penyidikan polda jatim akhirnya menetapkan christian halim sebagai tersangka dan menahannya atas kasus penipuan dan penggelapan phaksyred,Hukum dan Kriminal
puncak jaya radarjatimid – pasukan tnipolri mulai disiagakan menjelang peringatan hut tpnopm pada tanggal  desember itu terlihat ketika beberapa personel tni dari satgas pamrahwan yonifraider sikatan pihak kepolisian setempat beserta beberapa aparatkeamanan lainnya mengikuti apel kesiapsiagaan yang dipimpin langsungoleh brigjen tni iwan setiawan di halaman kantor bupati puncak jaya papua “aparatur negara di kabupaten puncak jaya harus bisa mewujudkankeamanan di lingkungan masyarakat harus bisa mewujudkan puncak jayayang aman dan damai” ujar jenderal berjuluk penakluk mount everest ini tidak hanya itu saja usai memimpin apel kesiapsiagaan tersebutbrigjen iwan dengan didampingi dansatgas pamrahwan letkol inf yokimalinton kurniafari beserta beberapa forkopimda setempat menggelarpatroli di beberapa wilayah yang berada di kabupaten puncak jayabahkan adanya patroli tersebut mendapat sambutan hangat dari wargasekitar rjred,Hukum dan Kriminal
surabaya radarjatimid puluhan mahasiswa asal papua menggelar aksi demo mereka beraksi longmarch dari mes mahasiswa papua di jl kalasan no pacar keling kec tambaksari kota surabaya jawa timur rencananya menuju balai pemuda surabaya orasinya seorang orator berkalikali meneriakkan papua merdeka “hidup mahasiswa papua papua merdeka papua merdeka hidup rakyat surabaya yang melawan penindasan hari ini tepat  desember rakyat papua kembali turun ke jalan terjadi dimana mana di inondoesa dan luar negeri turut ke jalan untuk memaknai bagaimana perjuangan yang disitu menimbulkan kebahagiaan yang tersisa dalam penindasan” teriak salah satu orator dari atas mobil pickup selasa  puluhan peserta aksi ini sembari longmarch juga membentangkan beberapa spanduk yang isinya antara lain “papua merdeka” kita harus sadar orang papua sedang punah’ tarik militer dari papua dll dalam aksinya ini terlihat peserta aksi ada yang membawa bendera kejora aksi ini sempat menarik perhatian warga dan pengguna jalan lantaran ada beberapa diantara peserta lakilaki yang menggunakan pakaian adat papua yakni hanya memakai koteka koteka seperti dikeahui adalah pakaian untuk menutup kemaluan lakilaki dalam budaya sebagian penduduk asli pulau papua koteka terbuat dari kulit labu air yang isi dan biji labu tua dikeluarkan dan kulitnya dijemur “ada demo teriak papua merdeka ada yang pakai koteka saja” ujar lestari salah satu pengguna jalan akibat aksi itu arus lalu lintas memang sempat pada merambat lantaran aksi ini sempat memakan sebagian jalan sesekali mereka juga melakukan aksi sembari terus berteriak papua merdeka “aksi ini biar rakyat surabaya mengetahui bahwa ketika hari ini orang orang papua berteriak papua merdeka orang papua berteriak  desembar hari papua merdeka yang pernah disabotase oleh rezim soekarno kami ingin menyampaikan kepada rakyat indoneisa perjuangan ke papua hari ini dan kedepan” teriak salah satu orator m rachmanred,Hukum dan Kriminal
surabaya radarjatimid – politikus partai kebangkitan pkb surabaya mahfudz dengan mengatasnamakan garda bangsa pkb surabaya melaporkan dugaan ujaran kebencian serta provokasi di tengah rangkaian kampanye pemilihan kepala daerah pilkada surabaya ke badan pengawas pemilu bawaslu surabaya senin  hal ini bermula adanya indikasi ujaran kebencian sekaligus fitnah yang dialamatkan kepada calon wali kota surabaya nomor urut  machfud arifin melalui pesan sosial media whatsapp mahfudz mengungkapkan dirinya menerima pesan berantai ajakan untuk tidak memilih pasangan calon wali kotawakil wali kota surabaya machfud arifinmujiaman maju dalam kelompokgrup whatsapp yang disayangkan pesan dalam sebuah selebaran medsos itu mengajak untuk tidak memilih calon yang menghina wali kota surabaya tri rismaharini dalam hal ini merujuk pada pasangan maju machfudmujiaman “jangan pilih calon yang menghina bu risma” berikut itu petikan ujaran dalam sebuah selebaran disertai foto walikota surabaya inkamben tri rismaharini “tidak pernah ada yang terjadi pak machfud menghina bu risma ini kan jatuhnya adalah fitnah ujaran kebencian dan membuat provokasi orang lain” tegas mahfudz saat ditemui radarjatimid di kantor dprd surabaya senin  mahfudz menyatakan pesan tersebut sangat menyesatkan padahal hal yang sebenarnya terjadi ujaran penghinaan risma dilakukan oleh pihak lain bukan dari machfud arifin ujaran yang diperkirakan menghina risma sebenarnya terlontar dari mat mochtar kader senior pdi perjuangan yang memutuskan untuk membelot ke pasangan maju nah video mat mochtar dan soraksorainya ini pun sudah menjadi viral di manamana “hancur hancur hancurkan risma hancurkan risma sekarang juga hancur hancur hancurkan risma hancurkan risma sekarang juga” sorak mat mochtar dan massa dalam video tersebut “jadi ini kan fitnah yang dihina siapa tapi yang dituduhkan hina ke siapa jadi indikasi penghinaan dari mat mochtar yang notabene dulu dia merupakan pendukung setia bu risma beberapa tahun lalu tapi barubaru ini mereka mengalihkan dukungan ke maju” tandas anggota komisi b dprd surabaya ini selanjutnya wakil ketua fpkb dprd surabaya ini pun melaporkan pesan tersebut ke bawaslu surabaya senin pukul  wib dengan dugaan ujaran kebencian fitnah dan provokasi dalam kampanye dia melaporkan pihak yang terakhir kali mengirim pesan tersebut yaitu atas nama teguh prihandoko mantan dirut rumah potong hewan surabaya adapun bukti yang disertakan ialah tangkapan layar screencapture dari selebaran berisikan ujaran kebencian dari grup whatsapp sos surabaya oh surabaya yang dikirimkan teguh prihandoko pada sabtu  november  pukul  wib “sudah kami sertakan barang buktinya bahkan yang di ponsel belum terhapus pihak terlapornya pak teguh” tuturnya terkait tuntutan atas laporan ini mahfudz berharap ada tindaklanjut tegas ataupun sanksi yang diberikan kepada terlapor pasalnya pesan yang disebarkan sudah bisa masuk dalam pelanggaran hukum yakni ujaran kebencian “kalau lihat ini mestinya sudah masuk sebagai ujaran kebencian dan bisa saja sanksi penjara tapi kita lihat nanti prosesnya dan pembuktiannya” tutup dia terpisah komisioner bawaslu surabaya divisi penindakan dan pelanggar usman mengatakan bahwa laporan dari mahfudz sudah masuk ke pihaknya saat ini laporan tersebut masih dikaji untuk kemudian ditentukan apakah sudah memenuhi persyaratan formil atau materil “sudah kami terima kami segera mengkaji kembali dan selanjutnya memanggil terlapor untuk dimintai keterangan” sebutnya phaksyred,Hukum dan Kriminal
surabaya radarjatimid – setelah sebelumnya mengemban tugas sebagai kapolda jatim irjen pol fadhil imran secara resmi memegang tongkat kepemimpinan baru sebagai kapolda metro jaya banyak pejabat militer di jawa timur yang terasa kehilangan dengan berpindahnya irjen pol fadhil imran salah satunya dangartap iiisurabaya mayjen tni suharyanto “irjen fadhil imran adalah sosok pemimpin profesional sekaligus sosokyang tegas dan humanis” kata dangartap dalam acara pelepasan kapolda di lapangan ahmad yani makodam brawijaya surabaya kamis  november  selain tegas ia mengungkapkan jika fadhil imran memiliki emosionalyang sangat erat dengan masyarakat di jawa timur “beliau juga selaluberkomitmen untuk selalu mensinergikan antara tnipolri dalam menjagakeamanan dan kondusifitas” bebernya adanya sinergitas itu menurutnya harus bisa tetap dipertahankansekaligus ditingkatkan terlebih antara prajurit tni dan polri di jawatimur dalam berbagai upaya “satu contoh seperti penanganan covid alhamdulillah sinergitasitu membuahkan hasil pandemi di jawa timur mengalami penurunan secara signifikan” jelasnya rjred,Hukum dan Kriminal
surabaya radarjatimid komisi pemberantasan korupsi kpk menyaksikan penyerahan prasarana sarana utilitas psu dari  perumahan kepada pemerintah kota pemkot surabaya total luas psu yang diserahkan  meter persegi dengan nilai mencapai rp miliar kegiatan berlangsung di balai kota surabaya jumat  november  “penyerahan psu ini harus melibatkan para opd teknis yakni dinas perumahan dan pemukiman hal ini dikarenakan mereka lah yang mempunyai ruang berkomunikasi dengan para pengembang apa saja masalahnya hambatannya sehingga semua pihak mengetahui” ujar kasatgas pencegahan korwil  kpk edi suryanto hadir pada saat penyerahan walikota surabaya tri rismaharini yang menyampaikan kekhawatirannya apabila tidak diserahkan lahanlahan psu tersebut akan hilang dari hasil inventarisasi pihaknya baru  dari total  perumahan yang sudah menyerahkan kewajiban psu sebelum tahun  sedangkan target tahun  katanya ditetapkan  perumahan namun hingga hari ini baru  yang terealisasi dan menyerahkan psu hari ini “kalau untuk pemeliharaannya pemkot selalu memelihara contoh setiap tahunnya ada  lokasi perbaikkan paving blok saluran selalu kami bersihkan penerangan jalan kami ganti dengan lampu led” tegas risma selain penyerahan psu fokus intervensi kpk dalam hal pengelolaan aset milik daerah adalah meliputi percepatan sertifikasi aset pemda pemulihan aset bermasalah dan penertiban aset yang masih dikuasai oleh pihak ketiga baik berupa kendaraan maupun aset tidak bergerak seperti tanah atau bangunan dalam kesempatan tersebut pemda juga melaporkan bahwa sepanjang tahun ini telah dilakukan penertiban aset milik pemkot surabaya dengan total luas  meter persegi senilai total rp miliar penertiban dilakukan oleh satuan polisi pamong praja kota surabaya berupa  bidang tanah dan  bangunan kpk mengingatkan risiko hukum bagi para pengembang tidak menyerahkan kewajiban psu kepada pemda “ada potensi pidana dalam hal psu yang belum diserahkan godaan untuk mengubah fungsi psu adalah bentuk potensi yang paling banyak terjadi” pungkas edi rjred,Hukum dan Kriminal
surabaya radarjatimid – rapat komisi b dprd surabaya membahas raperda kota surabaya tentang apbd anggaran tahun  bersama dinas perdagangan kota surabaya berlangsung alot senin  dewan menyayangkan tebang pilih antara minimarket dengan warkop kecilkecilan terkait ijin dan retribusi dalam rapat tersebut komisi b menyinggung soal izin operasional toko modern yang sudah habis selama beberapa bulan namun masih tetap dibiarkan buka mahfudz sekretaris komisi b dprd kota surabaya menjelaskan adanya beberapa bahkan lebih dari seratus mini market indomaretalfamart yang izinnya sudah habis maka seharusnya ditutup “saya mendapati itu dan ternyata memang benar yang ditanggapi oleh bu wiwik kepala disperindag kota surabaya tadi mereka kan melanggar perda artinya tanpa ijin kenapa dibiarkan” ujarnya senin  ditemui usai pembahasan apbd tahun  wakil ketua fraksi pkb menyayangkan ketika dipertanyakan dinas perdagangan membiarkan minimarket tak berijin masih buka beralasan memberikan dispensasi karena masa pandemi “masa pandemi ini berapa bulan dan setahu saya izin sejumlah minimarket ini sudah habis pada bulan april lalu” ungkapnya sampai sekarang menurut dia sudah berjalan tujuh bulan tidak ada tindakan apapun dari disperindag kota surabaya dan sudah seharusnya ditutup atau diberikan plang “kalau memang diperindag tidak mau menyampaikan ini ke satpol pp biarkan kami yang menyampaikan enggak papa jangan tebang pilih” kata mahfudz keberatan dari pihak dewan ini semakin bertambah saat dinas juga berencana memberlakukan retribusi bagi sejumlah pemilik giras dan warung kopi bahkan sudah ada beberapa nama warkop yang sudah didata sekarang pihaknya sudah mengetahui sendiri bahwa warkop – warkop sudah mulai di data adanya rencana penarikan retribusi terhadap warkop – warkop ini dipertanyakan karena tidak ada alasan pandemi sedangkan izin alfamart dan indomart yang sudah sekian bulan habis tetapi dibiarkan buka “memang mereka disperindag menyatakan tak ada tarikan tapi saya bisa panggil itu temanteman pemilik warkop yang datanya akan ditarik retribusi entah ini dinas apa yang melakukan kami belum tahu” urai mahfudz “kalau yang menjadi alasan karena masa pandemi sehingga minimarket yang ijinnya mati dibiarkan terus terbalik ada warkopwarkop yang sudah mulai didata dan akan ditarik ini kan lucu yang besar dibiarkan yang kecil malah diumek diganggu warkop ini adalah rakyat yg ingin makan aja” tegas dia dia juga mempertanyakan kebenaran informasi bahwa dinas perdagangan sudah memberikan surat permohonan tiga kali kepada satpol pp “kita buktikan nanti benar enggak kita kroscek dan kita akan panggil satpol pp dan disperindag” katanya mengenai hal tersebut ia menambahkan meski saat ini masih rapat membahas apbd anggaran tahun  maka pihaknya akan menindaklanjuti dengan mengundang kembali disperindag dan satpol pp surabaya “sementara ini kita biarkan saja nanti kita akan undang kembali disperindag dan satpol pp” tutup mahfudz sementara itu kepala dinas perdagangan kota surabaya wiwik widayanti mengaku sudah pernah mengirimkan surat permohonan bantuan penertiban bantib kepada satpol pp surabaya “kami sudah memberikan surat permohonan bantib bapak ke satpol pp” ujarnya saat hearing dihadapan komisi b dprd surabaya terkait penarikan retribusi terhadap warkop pihaknya menegaskan tidak pernah mengeluarkan surat izin apapun untuk warungwarung dan juga menegaskan tidak tebang pilih “warung kopi maupun cafe bukan kewenangan kami kewenangan kami hanya di toko modern swalayan dan pusat perbelanjaan saja” terang wiwik selain itu pihaknya juga mengaku tidak mengetahui tentang adanya penarikan retribusi ke warung – warung “retribusi apa yang akan ditarik ke warung warung kita tidak tahu” pungkasnya phaksyred,Hukum dan Kriminal
